"Plot","Quadrat","Cover.class","Spp","Cover","Year"
"E2","Q1",1,"Solanum ptychanthum",37.5,2023
"E2","Q1",0,"Woody debris",0.5,2023
"E2","Q1",0,"Bareground",0.5,2023
"E2","Q2",4,"Phalaris arundinacea",62.5,2023
"E2","Q2",2,"Persicaria pensylvanica",15,2023
"E2","Q2",2,"Bidens frondosa",15,2023
"E2","Q2",2,"Chenopodium album",15,2023
"E2","Q2",1,"Humulus japonicus",37.5,2023
"E2","Q2",2,"Pilea pumila",15,2023
"E2","Q2",1,"Sicyos angulatus",37.5,2023
"E2","Q2",0,"Woody debris",0.5,2023
"E2","Q2",0,"Bareground",0.5,2023
"E2","Q3",6,"Humulus japonicus",97.5,2023
"E2","Q3",2,"Persicaria pensylvanica",15,2023
"E2","Q3",1,"Phalaris arundinacea",37.5,2023
"E2","Q3",0,"Woody debris",0.5,2023
"E2","Q3",0,"Bareground",0.5,2023
"E2","Q4",6,"Humulus japonicus",97.5,2023
"E2","Q4",0,"Bareground",0.5,2023
"E2","Q4",0,"Woody debris",0.5,2023
"E2","Q5",5,"Humulus japonicus",85,2023
"E2","Q5",6,"Phalaris arundinacea",97.5,2023
"E2","Q5",0,"Bareground",0.5,2023
"E2","Q5",0,"Woody debris",0.5,2023
"E3","Q1",6,"Phalaris arundinacea",97.5,2023
"E3","Q1",0,"Bareground",0.5,2023
"E3","Q1",0,"Woody debris",0.5,2023
"E3","Q1",1,"Fraxinus pennsylvanica",37.5,2023
"E3","Q2",6,"Phalaris arundinacea",97.5,2023
"E3","Q2",1,"Acer saccharinum",37.5,2023
"E3","Q2",1,"Persicaria pensylvanica",37.5,2023
"E3","Q2",0,"Bareground",0.5,2023
"E3","Q2",0,"Woody debris",0.5,2023
"E3","Q3",5,"Persicaria pensylvanica",85,2023
"E3","Q3",1,"Sicyos angulatus",37.5,2023
"E3","Q3",2,"Bidens frondosa",15,2023
"E3","Q3",1,"Humulus japonicus",37.5,2023
"E3","Q3",1,"Phalaris arundinacea",37.5,2023
"E3","Q3",0,"Woody debris",0.5,2023
"E3","Q3",1,"Bareground",37.5,2023
"E3","Q4",6,"Persicaria pensylvanica",97.5,2023
"E3","Q4",1,"Abutilon theophrasti",37.5,2023
"E3","Q4",1,"Humulus japonicus",37.5,2023
"E3","Q4",1,"Phalaris arundinacea",37.5,2023
"E3","Q4",0,"Woody debris",0.5,2023
"E3","Q4",0,"Bareground",0.5,2023
"E3","Q5",5,"Persicaria pensylvanica",85,2023
"E3","Q5",2,"Bidens frondosa",15,2023
"E3","Q5",1,"Symphyotrichum ontarionis",37.5,2023
"E3","Q5",2,"Phalaris arundinacea",15,2023
"E3","Q5",1,"Acer saccharinum",37.5,2023
"E3","Q5",2,"Amaranthus tuberculatus",15,2023
"E3","Q5",0,"Woody debris",0.5,2023
"E3","Q5",0,"Bareground",0.5,2023
"E3","Q5",1,"Pilea pumila",37.5,2023
"E3","Q5",1,"Erechtites hieraciifolius",37.5,2023
"R1","Q1",2,"Pilea pumila",15,2023
"R1","Q1",1,"Acalypha rhomboidea",37.5,2023
"R1","Q1",2,"Toxicodendron radicans",15,2023
"R1","Q1",2,"Carex grisea",15,2023
"R1","Q1",1,"Leersia virginica",37.5,2023
"R1","Q1",1,"Ulmus americana",37.5,2023
"R1","Q1",1,"Persicaria punctata",37.5,2023
"R1","Q1",1,"Vitis riparia",37.5,2023
"R1","Q1",1,"Bidens frondosa",37.5,2023
"R1","Q1",1,"Hackelia virginiana",37.5,2023
"R1","Q1",0,"Woody debris",0.5,2023
"R1","Q1",3,"Bareground",37.5,2023
"R1","Q1",1,"Smilax tamnoides",37.5,2023
"R1","Q2",3,"Stachys palustris",37.5,2023
"R1","Q2",2,"Symphyotrichum ontarionis",15,2023
"R1","Q2",1,"Pilea pumila",37.5,2023
"R1","Q2",2,"Carex grisea",15,2023
"R1","Q2",2,"Persicaria punctata",15,2023
"R1","Q2",1,"Oxalis stricta",37.5,2023
"R1","Q2",2,"Smilax tamnoides",15,2023
"R1","Q2",1,"Gleditsia triacanthos",37.5,2023
"R1","Q2",1,"Acalypha rhomboidea",37.5,2023
"R1","Q2",1,"Ulmus americana",37.5,2023
"R1","Q2",1,"Woody debris",37.5,2023
"R1","Q2",2,"Bareground",15,2023
"R1","Q3",2,"Leersia virginica",15,2023
"R1","Q3",1,"Ulmus americana",37.5,2023
"R1","Q3",2,"Parthenocissus quinquefolia",15,2023
"R1","Q3",2,"Acalypha rhomboidea",15,2023
"R1","Q3",2,"Bidens frondosa",15,2023
"R1","Q3",4,"Woody debris",62.5,2023
"R1","Q3",2,"Bareground",15,2023
"R1","Q4",2,"Ulmus americana",15,2023
"R1","Q4",2,"Toxicodendron radicans",15,2023
"R1","Q4",2,"Parthenocissus quinquefolia",15,2023
"R1","Q4",2,"Leersia virginica",15,2023
"R1","Q4",1,"Persicaria punctata",37.5,2023
"R1","Q4",1,"Symphyotrichum ontarionis",37.5,2023
"R1","Q4",1,"Ulmus americana",37.5,2023
"R1","Q4",1,"Pilea pumila",37.5,2023
"R1","Q4",1,"Acalypha rhomboidea",37.5,2023
"R1","Q4",1,"Woody debris",37.5,2023
"R1","Q4",4,"Bareground",62.5,2023
"R1","Q5",2,"Toxicodendron radicans",15,2023
"R1","Q5",2,"Ulmus americana",15,2023
"R1","Q5",3,"Persicaria punctata",37.5,2023
"R1","Q5",3,"Bidens frondosa",37.5,2023
"R1","Q5",1,"Acalypha rhomboidea",37.5,2023
"R1","Q5",1,"Leersia virginica",37.5,2023
"R1","Q5",1,"Pilea pumila",37.5,2023
"R1","Q5",1,"Lysimachia vulgaris",37.5,2023
"R1","Q5",0,"Woody debris",0.5,2023
"R1","Q5",1,"Bareground",37.5,2023
"R2","Q1",2,"Phalaris arundinacea",15,2023
"R2","Q1",4,"Symphyotrichum ontarionis",62.5,2023
"R2","Q1",1,"Acer saccharinum",37.5,2023
"R2","Q1",2,"Bidens frondosa",15,2023
"R2","Q1",1,"Smilax tamnoides",37.5,2023
"R2","Q1",1,"Woody debris",37.5,2023
"R2","Q1",2,"Bareground",15,2023
"R2","Q2",4,"Bidens frondosa",62.5,2023
"R2","Q2",2,"Stachys palustris",15,2023
"R2","Q2",2,"Acalypha rhomboidea",15,2023
"R2","Q2",1,"Ulmus americana",37.5,2023
"R2","Q2",2,"Symphyotrichum ontarionis",15,2023
"R2","Q2",1,"Pilea pumila",37.5,2023
"R2","Q2",1,"Taraxacum officinale",37.5,2023
"R2","Q2",1,"Celtis occidentalis",37.5,2023
"R2","Q2",1,"Woody debris",37.5,2023
"R2","Q2",1,"Bareground",37.5,2023
"R2","Q3",4,"Bidens frondosa",62.5,2023
"R2","Q3",3,"Symphyotrichum ontarionis",37.5,2023
"R2","Q3",1,"Vitis riparia",37.5,2023
"R2","Q3",1,"Pilea pumila",37.5,2023
"R2","Q3",1,"Ulmus americana",37.5,2023
"R2","Q3",1,"Leersia virginica",37.5,2023
"R2","Q3",2,"Morus alba",15,2023
"R2","Q3",1,"Persicaria pensylvanica",37.5,2023
"R2","Q3",1,"Fraxinus pennsylvanica",37.5,2023
"R2","Q3",1,"Scutellaria lateriflora",37.5,2023
"R2","Q3",0,"Woody debris",0.5,2023
"R2","Q3",0,"Bareground",0.5,2023
"R2","Q4",3,"Bidens frondosa",37.5,2023
"R2","Q4",4,"Ulmus americana",62.5,2023
"R2","Q4",2,"Vitis riparia",15,2023
"R2","Q4",2,"Pilea pumila",15,2023
"R2","Q4",2,"Toxicodendron radicans",15,2023
"R2","Q4",1,"Leersia virginica",37.5,2023
"R2","Q4",1,"Laportea canadensis",37.5,2023
"R2","Q4",0,"Woody debris",0.5,2023
"R2","Q4",0,"Bareground",0.5,2023
"R2","Q5",3,"Ulmus americana",37.5,2023
"R2","Q5",2,"Vitis riparia",15,2023
"R2","Q5",1,"Laportea canadensis",37.5,2023
"R2","Q5",1,"Sicyos angulatus",37.5,2023
"R2","Q5",1,"Pilea pumila",37.5,2023
"R2","Q5",1,"Persicaria punctata",37.5,2023
"R2","Q5",3,"Woody debris",37.5,2023
"R2","Q5",3,"Bareground",37.5,2023
"R2","Q5",1,"Impatiens capensis",37.5,2023
"R2","Q5",1,"Boehmeria cylindrica",37.5,2023
"R3","Q1",5,"Bidens frondosa",85,2023
"R3","Q1",1,"Pilea pumila",37.5,2023
"R3","Q1",1,"Ulmus americana",37.5,2023
"R3","Q1",1,"Acalypha rhomboidea",37.5,2023
"R3","Q1",1,"Toxicodendron radicans",37.5,2023
"R3","Q1",1,"Carex spp.",37.5,2023
"R3","Q1",2,"Morus alba",15,2023
"R3","Q1",1,"Lycopus virginiana",37.5,2023
"R3","Q1",1,"Smilax tamnoides",37.5,2023
"R3","Q1",0,"Woody debris",0.5,2023
"R3","Q1",1,"Bareground",37.5,2023
"R3","Q1",1,"Sicyos angulatus",37.5,2023
"R3","Q2",4,"Bidens frondosa",62.5,2023
"R3","Q2",3,"Persicaria pensylvanica",37.5,2023
"R3","Q2",2,"Toxicodendron radicans",15,2023
"R3","Q2",2,"Leersia oryzoides",15,2023
"R3","Q2",1,"Lycopus virginiana",37.5,2023
"R3","Q2",1,"Amaranthus tuberculatus",37.5,2023
"R3","Q2",1,"Acer saccharinum",37.5,2023
"R3","Q2",1,"Phalaris arundinacea",37.5,2023
"R3","Q2",1,"Eclipta prostrata",37.5,2023
"R3","Q2",1,"Pilea pumila",37.5,2023
"R3","Q2",3,"Woody debris",37.5,2023
"R3","Q2",0,"Bareground",0.5,2023
"R3","Q3",2,"Boehmeria cylindrica",15,2023
"R3","Q3",2,"Bidens frondosa",15,2023
"R3","Q3",4,"Phalaris arundinacea",62.5,2023
"R3","Q3",3,"Symphyotrichum ontarionis",37.5,2023
"R3","Q3",1,"Persicaria pensylvanica",37.5,2023
"R3","Q3",1,"Acer saccharinum",37.5,2023
"R3","Q3",1,"Scutellaria lateriflora",37.5,2023
"R3","Q3",1,"Ulmus americana",37.5,2023
"R3","Q3",1,"Pilea pumila",37.5,2023
"R3","Q3",1,"Antenoron virginianum",37.5,2023
"R3","Q3",1,"Woody debris",37.5,2023
"R3","Q3",0,"Bareground",0.5,2023
"R3","Q4",2,"Amaranthus tuberculatus",15,2023
"R3","Q4",4,"Bidens frondosa",62.5,2023
"R3","Q4",2,"Sicyos angulatus",15,2023
"R3","Q4",2,"Elymus virginicus",15,2023
"R3","Q4",1,"Boehmeria cylindrica",37.5,2023
"R3","Q4",1,"Eclipta prostrata",37.5,2023
"R3","Q4",2,"Antenoron virginianum",15,2023
"R3","Q4",1,"Pilea pumila",37.5,2023
"R3","Q4",0,"Woody debris",0.5,2023
"R3","Q4",0,"Bareground",0.5,2023
"R3","Q5",2,"Persicaria pensylvanica",15,2023
"R3","Q5",3,"Bidens frondosa",37.5,2023
"R3","Q5",2,"Pilea pumila",15,2023
"R3","Q5",2,"Acalypha rhomboidea",15,2023
"R3","Q5",1,"Amaranthus tuberculatus",37.5,2023
"R3","Q5",2,"Sicyos angulatus",15,2023
"R3","Q5",1,"Eclipta prostrata",37.5,2023
"R3","Q5",1,"Taraxacum officinale",37.5,2023
"R3","Q5",1,"Ulmus americana",37.5,2023
"R3","Q5",1,"Scutellaria lateriflora",37.5,2023
"R3","Q5",1,"Vitis riparia",37.5,2023
"R3","Q5",2,"Urtica dioica",15,2023
"R3","Q5",0,"Woody debris",0.5,2023
"R3","Q5",0,"Bareground",0.5,2023
"R3","Q5",1,"Hackelia virginiana",37.5,2023
